venta_id,ticket_id,fecha,cliente_id,tienda_id,producto_id,cantidad,precio_unitario,descuento,total_linea
906,262,2025-06-23,4,3,SKU0011,4,4650,0.0,18600.0
907,262,2025-06-23,4,3,SKU0037,2,16500,0.0,33000.0
908,262,2025-06-23,4,3,SKU0009,2,3650,0.15,6205.0
909,263,2024-03-02,48,2,SKU0042,4,10000,0.0,40000.0
910,263,2024-03-02,48,2,SKU0001,2,3800,0.0,7600.0
911,263,2024-03-02,48,2,SKU0024,1,2300,0.0,2300.0
912,263,2024-03-02,48,2,SKU0037,4,15300,0.0,61200.0
913,263,2024-03-02,48,2,SKU0007,1,5000,0.0,5000.0
914,263,2024-03-02,48,2,SKU0010,5,8600,0.1,38700.0
915,264,2024-10-08,22,5,SKU0010,1,8600,0.0,8600.0
916,264,2024-10-08,22,5,SKU0041,2,9000,0.0,18000.0
917,264,2024-10-08,22,5,SKU0026,4,5500,0.0,22000.0
918,264,2024-10-08,22,5,SKU0016,5,3700,0.0,18500.0
919,265,2026-04-04,42,4,SKU0006,1,2650,0.0,2650.0
920,265,2026-04-04,42,4,SKU0030,1,4050,0.0,4050.0
921,265,2026-04-04,42,4,SKU0025,1,8000,0.0,8000.0
922,265,2026-04-04,42,4,SKU0018,5,4650,0.0,23250.0
923,265,2026-04-04,42,4,SKU0029,1,7200,0.05,6840.0
924,265,2026-04-04,42,4,SKU0024,5,2650,0.05,12587.5
925,266,2025-04-29,31,3,SKU0007,3,5400,0.05,15390.0
926,266,2025-04-29,31,3,SKU0038,2,8950,0.0,17900.0
927,266,2025-04-29,31,3,SKU0012,3,2250,0.0,6750.0
928,266,2025-04-29,31,3,SKU0025,5,7450,0.0,37250.0
929,266,2025-04-29,31,3,SKU0031,4,3450,0.15,11730.0
930,266,2025-04-29,31,3,SKU0028,1,3150,0.0,3150.0
931,267,2026-02-25,36,5,SKU0032,1,3600,0.15,3060.0
932,267,2026-02-25,36,5,SKU0005,2,9050,0.1,16290.0
933,267,2026-02-25,36,5,SKU0034,1,3500,0.0,3500.0
934,267,2026-02-25,36,5,SKU0038,5,9650,0.1,43425.0
935,267,2026-02-25,36,5,SKU0035,2,17300,0.0,34600.0
936,268,2025-11-07,36,4,SKU0008,5,4200,0.0,21000.0
937,268,2025-11-07,36,4,SKU0003,2,2400,0.0,4800.0
938,268,2025-11-07,36,4,SKU0009,5,3650,0.0,18250.0
939,269,2026-07-22,49,1,SKU0008,5,4500,0.0,22500.0
940,270,2025-09-02,24,5,SKU0028,2,3150,0.0,6300.0
941,270,2025-09-02,24,5,SKU0001,1,4100,0.05,3895.0
942,271,2026-06-23,19,5,SKU0009,5,3950,0.0,19750.0
943,271,2026-06-23,19,5,SKU0037,5,17750,0.05,84312.5
944,271,2026-06-23,19,5,SKU0032,5,3600,0.0,18000.0
945,271,2026-06-23,19,5,SKU0021,1,4400,0.1,3960.0
946,272,2026-05-09,3,2,SKU0013,2,5200,0.0,10400.0
947,273,2025-09-19,14,2,SKU0036,2,21500,0.1,38700.0
948,273,2025-09-19,14,2,SKU0014,5,6150,0.0,30750.0
949,273,2025-09-19,14,2,SKU0038,1,8950,0.05,8502.5
950,273,2025-09-19,14,2,SKU0023,3,13950,0.0,41850.0
951,273,2025-09-19,14,2,SKU0018,4,4300,0.1,15480.0
952,274,2025-12-18,11,4,SKU0006,5,2500,0.0,12500.0
953,274,2025-12-18,11,4,SKU0017,1,14050,0.1,12645.0
954,274,2025-12-18,11,4,SKU0028,3,3150,0.1,8505.0
955,274,2025-12-18,11,4,SKU0010,2,9300,0.1,16740.0
956,275,2025-06-11,24,5,SKU0042,3,10800,0.15,27540.0
957,275,2025-06-11,24,5,SKU0033,4,3350,0.0,13400.0
958,275,2025-06-11,24,5,SKU0039,1,14150,0.05,13442.5
959,275,2025-06-11,24,5,SKU0011,2,4650,0.0,9300.0
960,275,2025-06-11,24,5,SKU0027,3,9300,0.0,27900.0
961,275,2025-06-11,24,5,SKU0010,5,9300,0.0,46500.0
962,276,2026-03-21,44,5,SKU0005,3,9050,0.0,27150.0
963,276,2026-03-21,44,5,SKU0022,3,3000,0.0,9000.0
964,276,2026-03-21,44,5,SKU0041,2,10450,0.0,20900.0
965,276,2026-03-21,44,5,SKU0006,1,2650,0.0,2650.0
966,277,2025-07-20,25,2,SKU0007,3,5400,0.05,15390.0
967,277,2025-07-20,25,2,SKU0008,4,4200,0.0,16800.0
968,277,2025-07-20,25,2,SKU0012,5,2250,0.0,11250.0
969,277,2025-07-20,25,2,SKU0034,5,3250,0.15,13812.5
970,278,2026-05-13,19,5,SKU0039,2,15200,0.0,30400.0
971,278,2026-05-13,19,5,SKU0007,4,5800,0.0,23200.0
972,278,2026-05-13,19,5,SKU0004,3,10450,0.15,26647.5
973,279,2026-01-06,48,5,SKU0039,3,15200,0.0,45600.0
974,279,2026-01-06,48,5,SKU0026,5,6400,0.1,28800.0
975,279,2026-01-06,48,5,SKU0031,2,3700,0.1,6660.0
976,279,2026-01-06,48,5,SKU0038,2,9650,0.0,19300.0
977,279,2026-01-06,48,5,SKU0009,4,3950,0.05,15010.0
978,280,2025-05-15,48,3,SKU0041,3,9700,0.1,26190.0
979,281,2024-10-19,50,2,SKU0039,4,13100,0.05,49780.0
980,281,2024-10-19,50,2,SKU0027,3,8600,0.0,25800.0
981,281,2024-10-19,50,2,SKU0030,4,3500,0.05,13300.0
982,281,2024-10-19,50,2,SKU0012,2,2100,0.0,4200.0
983,281,2024-10-19,50,2,SKU0029,1,6200,0.0,6200.0
984,281,2024-10-19,50,2,SKU0023,4,12900,0.15,43860.0
985,282,2024-10-06,21,1,SKU0006,1,2300,0.0,2300.0
986,282,2024-10-06,21,1,SKU0005,3,7800,0.05,22230.0
987,282,2024-10-06,21,1,SKU0016,4,3700,0.15,12580.0
988,282,2024-10-06,21,1,SKU0042,1,10000,0.0,10000.0
989,282,2024-10-06,21,1,SKU0011,5,4300,0.1,19350.0
990,282,2024-10-06,21,1,SKU0037,2,15300,0.0,30600.0
991,283,2025-10-12,32,5,SKU0035,4,16100,0.1,57960.0
992,283,2025-10-12,32,5,SKU0008,5,4200,0.1,18900.0
993,283,2025-10-12,32,5,SKU0026,3,5950,0.0,17850.0
994,283,2025-10-12,32,5,SKU0001,5,4100,0.1,18450.0
995,283,2025-10-12,32,5,SKU0013,5,4850,0.0,24250.0
996,283,2025-10-12,32,5,SKU0039,5,14150,0.0,70750.0
997,284,2026-01-25,11,5,SKU0012,3,2450,0.15,6247.5
998,284,2026-01-25,11,5,SKU0005,2,9050,0.05,17195.0
999,285,2025-06-26,23,1,SKU0032,1,3350,0.0,3350.0
1000,285,2025-06-26,23,1,SKU0025,2,7450,0.15,12665.0
1001,285,2025-06-26,23,1,SKU0011,5,4650,0.15,19762.5
1002,285,2025-06-26,23,1,SKU0024,1,2500,0.0,2500.0
1003,286,2025-10-02,20,4,SKU0017,5,14050,0.0,70250.0
1004,286,2025-10-02,20,4,SKU0014,2,6150,0.0,12300.0
1005,286,2025-10-02,20,4,SKU0001,5,4100,0.15,17425.0
1006,287,2024-11-04,3,4,SKU0032,4,3100,0.0,12400.0
1007,287,2024-11-04,3,4,SKU0004,3,9000,0.0,27000.0
1008,287,2024-11-04,3,4,SKU0023,1,12900,0.0,12900.0
1009,287,2024-11-04,3,4,SKU0001,3,3800,0.1,10260.0
1010,287,2024-11-04,3,4,SKU0040,2,5400,0.0,10800.0
1011,288,2024-04-02,23,1,SKU0028,4,2900,0.0,11600.0
1012,289,2024-11-16,6,5,SKU0010,2,8600,0.15,14620.0
1013,289,2024-11-16,6,5,SKU0027,3,8600,0.0,25800.0
1014,289,2024-11-16,6,5,SKU0008,4,3900,0.0,15600.0
1015,289,2024-11-16,6,5,SKU0032,3,3100,0.0,9300.0
1016,289,2024-11-16,6,5,SKU0001,3,3800,0.0,11400.0
1017,290,2024-11-01,12,5,SKU0007,2,5000,0.0,10000.0
1018,290,2024-11-01,12,5,SKU0029,4,6200,0.0,24800.0
1019,290,2024-11-01,12,5,SKU0011,3,4300,0.15,10965.0
1020,291,2024-12-18,46,2,SKU0013,3,4500,0.0,13500.0
1021,292,2025-07-13,9,4,SKU0022,4,2800,0.1,10080.0
1022,292,2025-07-13,9,4,SKU0003,3,2400,0.0,7200.0
1023,292,2025-07-13,9,4,SKU0011,4,4650,0.0,18600.0
1024,292,2025-07-13,9,4,SKU0013,5,4850,0.0,24250.0
1025,293,2024-06-08,44,2,SKU0026,2,5500,0.0,11000.0
1026,293,2024-06-08,44,2,SKU0033,1,3100,0.15,2635.0
1027,293,2024-06-08,44,2,SKU0025,1,6900,0.0,6900.0
1028,294,2024-09-18,10,3,SKU0001,5,3800,0.1,17100.0
1029,294,2024-09-18,10,3,SKU0016,1,3700,0.0,3700.0
1030,294,2024-09-18,10,3,SKU0004,4,9000,0.0,36000.0
1031,294,2024-09-18,10,3,SKU0022,3,2600,0.0,7800.0
1032,294,2024-09-18,10,3,SKU0028,1,2900,0.15,2465.0
1033,295,2025-11-30,28,2,SKU0010,1,9300,0.15,7905.0
1034,295,2025-11-30,28,2,SKU0033,3,3350,0.1,9045.0
1035,295,2025-11-30,28,2,SKU0012,2,2250,0.1,4050.0
1036,295,2025-11-30,28,2,SKU0016,4,4000,0.0,16000.0
1037,295,2025-11-30,28,2,SKU0018,4,4300,0.1,15480.0
1038,296,2025-12-09,7,5,SKU0012,2,2250,0.0,4500.0
1039,296,2025-12-09,7,5,SKU0013,2,4850,0.0,9700.0
1040,296,2025-12-09,7,5,SKU0038,1,8950,0.0,8950.0
1041,296,2025-12-09,7,5,SKU0041,2,9700,0.0,19400.0
1042,296,2025-12-09,7,5,SKU0010,4,9300,0.0,37200.0
1043,297,2024-03-18,40,2,SKU0004,4,9000,0.0,36000.0
1044,298,2025-03-14,34,3,SKU0041,1,9700,0.05,9215.0
1045,298,2025-03-14,34,3,SKU0015,4,5400,0.1,19440.0
1046,298,2025-03-14,34,3,SKU0042,1,10800,0.0,10800.0
1047,298,2025-03-14,34,3,SKU0022,1,2800,0.0,2800.0
1048,298,2025-03-14,34,3,SKU0028,3,3150,0.0,9450.0
1049,298,2025-03-14,34,3,SKU0031,3,3450,0.1,9315.0
1050,299,2025-07-15,27,2,SKU0004,1,9700,0.0,9700.0
1051,299,2025-07-15,27,2,SKU0012,3,2250,0.0,6750.0
1052,299,2025-07-15,27,2,SKU0003,3,2400,0.0,7200.0
1053,300,2025-03-21,18,5,SKU0028,2,3150,0.0,6300.0
1054,301,2024-08-22,32,3,SKU0020,1,2300,0.1,2070.0
1055,301,2024-08-22,32,3,SKU0008,5,3900,0.15,16575.0
1056,301,2024-08-22,32,3,SKU0007,2,5000,0.0,10000.0
1057,302,2025-03-26,24,3,SKU0038,2,8950,0.05,17005.0
1058,302,2025-03-26,24,3,SKU0034,4,3250,0.0,13000.0
1059,302,2025-03-26,24,3,SKU0039,1,14150,0.0,14150.0
1060,302,2025-03-26,24,3,SKU0024,5,2500,0.0,12500.0
1061,302,2025-03-26,24,3,SKU0016,1,4000,0.05,3800.0
1062,302,2025-03-26,24,3,SKU0018,2,4300,0.0,8600.0
1063,303,2026-05-19,46,4,SKU0005,5,9050,0.05,42987.5
1064,304,2025-08-23,22,3,SKU0031,2,3450,0.0,6900.0
1065,304,2025-08-23,22,3,SKU0013,5,4850,0.1,21825.0
1066,304,2025-08-23,22,3,SKU0035,3,16100,0.15,41055.0
1067,304,2025-08-23,22,3,SKU0010,5,9300,0.0,46500.0
1068,304,2025-08-23,22,3,SKU0003,3,2400,0.0,7200.0
1069,304,2025-08-23,22,3,SKU0009,1,3650,0.0,3650.0
1070,305,2025-12-01,5,4,SKU0034,5,3250,0.0,16250.0
1071,305,2025-12-01,5,4,SKU0033,2,3350,0.0,6700.0
1072,305,2025-12-01,5,4,SKU0002,1,4650,0.05,4417.5
1073,305,2025-12-01,5,4,SKU0011,1,4650,0.15,3952.5
1074,306,2026-04-11,45,2,SKU0026,4,6400,0.15,21760.0
1075,306,2026-04-11,45,2,SKU0032,5,3600,0.0,18000.0
1076,306,2026-04-11,45,2,SKU0035,5,17300,0.15,73525.0
1077,306,2026-04-11,45,2,SKU0033,4,3600,0.0,14400.0
1078,306,2026-04-11,45,2,SKU0005,5,9050,0.0,45250.0
1079,306,2026-04-11,45,2,SKU0011,2,5000,0.0,10000.0
1080,307,2026-01-24,1,2,SKU0014,5,6600,0.1,29700.0
1081,307,2026-01-24,1,2,SKU0038,5,9650,0.0,48250.0
1082,307,2026-01-24,1,2,SKU0001,3,4400,0.15,11220.0
1083,307,2026-01-24,1,2,SKU0033,2,3600,0.0,7200.0
1084,307,2026-01-24,1,2,SKU0030,3,4050,0.05,11542.5
1085,308,2025-02-15,8,2,SKU0003,2,2400,0.0,4800.0
1086,308,2025-02-15,8,2,SKU0035,1,16100,0.1,14490.0
1087,309,2024-01-08,10,3,SKU0018,2,4000,0.15,6800.0
1088,309,2024-01-08,10,3,SKU0004,2,9000,0.05,17100.0
1089,310,2025-01-16,8,1,SKU0023,5,13950,0.0,69750.0
1090,310,2025-01-16,8,1,SKU0041,2,9700,0.0,19400.0
1091,310,2025-01-16,8,1,SKU0039,5,14150,0.0,70750.0
1092,310,2025-01-16,8,1,SKU0024,3,2500,0.0,7500.0
1093,310,2025-01-16,8,1,SKU0021,1,4100,0.15,3485.0
1094,310,2025-01-16,8,1,SKU0006,3,2500,0.0,7500.0
1095,311,2026-01-14,47,3,SKU0017,5,15100,0.1,67950.0
1096,311,2026-01-14,47,3,SKU0002,5,5000,0.0,25000.0
1097,312,2026-04-09,47,4,SKU0017,2,15100,0.0,30200.0
1098,312,2026-04-09,47,4,SKU0041,3,10450,0.0,31350.0
1099,312,2026-04-09,47,4,SKU0039,5,15200,0.1,68400.0
1100,312,2026-04-09,47,4,SKU0036,4,23100,0.0,92400.0
1101,312,2026-04-09,47,4,SKU0014,4,6600,0.0,26400.0
1102,312,2026-04-09,47,4,SKU0029,4,7200,0.0,28800.0
1103,313,2026-06-26,10,4,SKU0032,2,3600,0.0,7200.0
1104,314,2025-03-24,12,2,SKU0037,2,16500,0.1,29700.0
1105,314,2025-03-24,12,2,SKU0032,3,3350,0.0,10050.0
1106,315,2026-01-09,20,2,SKU0026,2,6400,0.0,12800.0
1107,315,2026-01-09,20,2,SKU0039,2,15200,0.0,30400.0
1108,316,2025-07-18,28,2,SKU0042,2,10800,0.1,19440.0
1109,316,2025-07-18,28,2,SKU0026,1,5950,0.05,5652.5
1110,316,2025-07-18,28,2,SKU0007,1,5400,0.0,5400.0
1111,316,2025-07-18,28,2,SKU0034,4,3250,0.0,13000.0
1112,317,2025-09-10,8,1,SKU0003,5,2400,0.0,12000.0
1113,317,2025-09-10,8,1,SKU0009,1,3650,0.15,3102.5
1114,317,2025-09-10,8,1,SKU0016,1,4000,0.05,3800.0
1115,317,2025-09-10,8,1,SKU0006,3,2500,0.15,6375.0
1116,317,2025-09-10,8,1,SKU0018,1,4300,0.0,4300.0
1117,317,2025-09-10,8,1,SKU0010,2,9300,0.0,18600.0
1118,318,2024-09-06,49,5,SKU0011,2,4300,0.0,8600.0
1119,318,2024-09-06,49,5,SKU0020,1,2300,0.05,2185.0
1120,318,2024-09-06,49,5,SKU0022,3,2600,0.1,7020.0
1121,318,2024-09-06,49,5,SKU0031,5,3200,0.0,16000.0
1122,319,2024-09-05,2,1,SKU0035,3,14900,0.0,44700.0
1123,320,2025-04-09,33,4,SKU0001,1,4100,0.0,4100.0
1124,320,2025-04-09,33,4,SKU0015,4,5400,0.0,21600.0
1125,321,2024-02-04,10,3,SKU0019,1,2600,0.0,2600.0
1126,321,2024-02-04,10,3,SKU0015,1,5000,0.0,5000.0
1127,321,2024-02-04,10,3,SKU0025,3,6900,0.0,20700.0
1128,321,2024-02-04,10,3,SKU0008,5,3900,0.0,19500.0
1129,321,2024-02-04,10,3,SKU0032,1,3100,0.0,3100.0
1130,321,2024-02-04,10,3,SKU0011,1,4300,0.0,4300.0
1131,322,2025-01-01,39,2,SKU0028,3,3150,0.05,8977.5
1132,322,2025-01-01,39,2,SKU0034,2,3250,0.1,5850.0
1133,323,2025-11-17,28,2,SKU0020,4,2500,0.1,9000.0
1134,323,2025-11-17,28,2,SKU0040,3,5850,0.0,17550.0
1135,323,2025-11-17,28,2,SKU0019,1,2800,0.15,2380.0
1136,323,2025-11-17,28,2,SKU0023,1,13950,0.15,11857.5
1137,323,2025-11-17,28,2,SKU0007,2,5400,0.15,9180.0
1138,323,2025-11-17,28,2,SKU0018,2,4300,0.0,8600.0
1139,324,2025-03-11,10,4,SKU0031,4,3450,0.1,12420.0
1140,324,2025-03-11,10,4,SKU0005,3,8400,0.0,25200.0
1141,324,2025-03-11,10,4,SKU0008,1,4200,0.0,4200.0
1142,324,2025-03-11,10,4,SKU0037,2,16500,0.0,33000.0
1143,325,2024-07-06,50,4,SKU0021,4,3800,0.1,13680.0
1144,325,2024-07-06,50,4,SKU0032,4,3100,0.05,11780.0
1145,325,2024-07-06,50,4,SKU0028,3,2900,0.0,8700.0
1146,326,2025-05-09,42,2,SKU0027,5,9300,0.0,46500.0
1147,326,2025-05-09,42,2,SKU0036,5,21500,0.05,102125.0
1148,326,2025-05-09,42,2,SKU0032,2,3350,0.0,6700.0
1149,326,2025-05-09,42,2,SKU0035,1,16100,0.05,15295.0
1150,327,2024-05-27,46,4,SKU0037,1,15300,0.0,15300.0
1151,327,2024-05-27,46,4,SKU0015,1,5000,0.0,5000.0
1152,327,2024-05-27,46,4,SKU0006,5,2300,0.0,11500.0
1153,327,2024-05-27,46,4,SKU0016,2,3700,0.0,7400.0
1154,327,2024-05-27,46,4,SKU0024,1,2300,0.0,2300.0
1155,328,2025-09-28,24,2,SKU0030,4,3800,0.0,15200.0
1156,328,2025-09-28,24,2,SKU0010,2,9300,0.15,15810.0
1157,328,2025-09-28,24,2,SKU0036,2,21500,0.0,43000.0
1158,329,2024-02-02,48,2,SKU0010,4,8600,0.1,30960.0
1159,330,2025-03-01,2,4,SKU0004,1,9700,0.0,9700.0
1160,330,2025-03-01,2,4,SKU0007,5,5400,0.15,22950.0
1161,330,2025-03-01,2,4,SKU0038,2,8950,0.0,17900.0
1162,331,2025-08-04,10,3,SKU0006,1,2500,0.0,2500.0
1163,331,2025-08-04,10,3,SKU0016,5,4000,0.15,17000.0
1164,332,2024-02-02,27,2,SKU0031,5,3200,0.1,14400.0
1165,332,2024-02-02,27,2,SKU0009,3,3400,0.0,10200.0
1166,333,2025-10-16,27,3,SKU0042,2,10800,0.0,21600.0
1167,333,2025-10-16,27,3,SKU0001,1,4100,0.05,3895.0
1168,333,2025-10-16,27,3,SKU0019,2,2800,0.05,5320.0
1169,333,2025-10-16,27,3,SKU0008,2,4200,0.0,8400.0
1170,334,2024-06-05,26,4,SKU0030,2,3500,0.0,7000.0
1171,334,2024-06-05,26,4,SKU0036,2,19900,0.0,39800.0
1172,334,2024-06-05,26,4,SKU0017,1,13000,0.05,12350.0
1173,334,2024-06-05,26,4,SKU0037,4,15300,0.0,61200.0
1174,334,2024-06-05,26,4,SKU0033,2,3100,0.0,6200.0
1175,334,2024-06-05,26,4,SKU0020,5,2300,0.0,11500.0
1176,335,2025-05-04,15,4,SKU0036,1,21500,0.15,18275.0
1177,335,2025-05-04,15,4,SKU0039,4,14150,0.0,56600.0
1178,336,2024-03-02,21,4,SKU0011,4,4300,0.0,17200.0
1179,336,2024-03-02,21,4,SKU0004,3,9000,0.0,27000.0
1180,336,2024-03-02,21,4,SKU0024,1,2300,0.0,2300.0
1181,336,2024-03-02,21,4,SKU0042,3,10000,0.05,28500.0
1182,337,2025-02-13,50,3,SKU0016,3,4000,0.0,12000.0
1183,338,2024-08-27,35,1,SKU0014,5,5700,0.0,28500.0
1184,339,2024-12-24,49,3,SKU0036,1,19900,0.0,19900.0
1185,339,2024-12-24,49,3,SKU0013,3,4500,0.0,13500.0
1186,340,2026-01-21,37,5,SKU0037,4,17750,0.0,71000.0
1187,341,2025-02-13,4,3,SKU0020,1,2500,0.0,2500.0
1188,342,2026-01-13,49,3,SKU0033,3,3600,0.0,10800.0
1189,342,2026-01-13,49,3,SKU0013,1,5200,0.0,5200.0
1190,342,2026-01-13,49,3,SKU0021,4,4400,0.1,15840.0
1191,342,2026-01-13,49,3,SKU0026,5,6400,0.0,32000.0
1192,343,2026-03-22,33,2,SKU0038,4,9650,0.0,38600.0
1193,344,2024-10-11,38,1,SKU0011,1,4300,0.1,3870.0
1194,344,2024-10-11,38,1,SKU0010,1,8600,0.1,7740.0
1195,344,2024-10-11,38,1,SKU0030,2,3500,0.0,7000.0
1196,345,2024-04-07,44,2,SKU0011,4,4300,0.15,14620.0
1197,345,2024-04-07,44,2,SKU0033,2,3100,0.0,6200.0
1198,345,2024-04-07,44,2,SKU0034,3,3000,0.0,9000.0
1199,345,2024-04-07,44,2,SKU0039,5,13100,0.15,55675.0
1200,345,2024-04-07,44,2,SKU0040,4,5400,0.0,21600.0
1201,345,2024-04-07,44,2,SKU0022,4,2600,0.0,10400.0
1202,346,2024-01-24,14,5,SKU0005,1,7800,0.15,6630.0
1203,346,2024-01-24,14,5,SKU0010,1,8600,0.0,8600.0
1204,346,2024-01-24,14,5,SKU0037,3,15300,0.05,43605.0
1205,346,2024-01-24,14,5,SKU0041,1,9000,0.0,9000.0
1206,346,2024-01-24,14,5,SKU0032,1,3100,0.0,3100.0
1207,347,2025-07-12,21,2,SKU0011,5,4650,0.0,23250.0
1208,347,2025-07-12,21,2,SKU0005,3,8400,0.0,25200.0
1209,347,2025-07-12,21,2,SKU0018,1,4300,0.0,4300.0
1210,348,2026-07-31,46,4,SKU0031,2,3700,0.0,7400.0
1211,348,2026-07-31,46,4,SKU0017,5,15100,0.0,75500.0
1212,348,2026-07-31,46,4,SKU0029,1,7200,0.0,7200.0
1213,349,2025-01-15,19,4,SKU0040,5,5850,0.15,24862.5
1214,349,2025-01-15,19,4,SKU0009,5,3650,0.0,18250.0
1215,349,2025-01-15,19,4,SKU0029,3,6700,0.0,20100.0
1216,349,2025-01-15,19,4,SKU0024,4,2500,0.05,9500.0
1217,350,2025-10-23,29,3,SKU0003,2,2400,0.15,4080.0
1218,350,2025-10-23,29,3,SKU0040,1,5850,0.0,5850.0
1219,350,2025-10-23,29,3,SKU0004,4,9700,0.0,38800.0
1220,350,2025-10-23,29,3,SKU0016,5,4000,0.0,20000.0
1221,350,2025-10-23,29,3,SKU0036,1,21500,0.0,21500.0
1222,350,2025-10-23,29,3,SKU0001,4,4100,0.15,13940.0
1223,351,2026-02-07,30,1,SKU0030,4,4050,0.0,16200.0
1224,351,2026-02-07,30,1,SKU0042,1,11600,0.0,11600.0
1225,351,2026-02-07,30,1,SKU0035,1,17300,0.0,17300.0
1226,352,2025-10-24,50,4,SKU0026,1,5950,0.0,5950.0
1227,352,2025-10-24,50,4,SKU0022,3,2800,0.05,7980.0
1228,353,2026-01-15,32,2,SKU0031,2,3700,0.0,7400.0
1229,353,2026-01-15,32,2,SKU0008,2,4500,0.1,8100.0
1230,353,2026-01-15,32,2,SKU0018,2,4650,0.0,9300.0
1231,353,2026-01-15,32,2,SKU0030,5,4050,0.0,20250.0
1232,353,2026-01-15,32,2,SKU0003,5,2550,0.15,10837.5
1233,353,2026-01-15,32,2,SKU0035,4,17300,0.0,69200.0
1234,354,2026-06-23,24,4,SKU0014,3,6600,0.0,19800.0
1235,354,2026-06-23,24,4,SKU0004,2,10450,0.0,20900.0
1236,354,2026-06-23,24,4,SKU0002,2,5000,0.0,10000.0
1237,354,2026-06-23,24,4,SKU0028,3,3350,0.0,10050.0
1238,355,2024-08-13,6,3,SKU0029,1,6200,0.0,6200.0
1239,355,2024-08-13,6,3,SKU0027,4,8600,0.0,34400.0
1240,355,2024-08-13,6,3,SKU0034,3,3000,0.0,9000.0
1241,355,2024-08-13,6,3,SKU0014,2,5700,0.0,11400.0
1242,355,2024-08-13,6,3,SKU0017,4,13000,0.0,52000.0
1243,355,2024-08-13,6,3,SKU0012,4,2100,0.05,7980.0
1244,356,2024-01-25,45,2,SKU0028,5,2900,0.0,14500.0
1245,356,2024-01-25,45,2,SKU0023,1,12900,0.1,11610.0
1246,356,2024-01-25,45,2,SKU0037,5,15300,0.05,72675.0
1247,356,2024-01-25,45,2,SKU0025,2,6900,0.0,13800.0
1248,356,2024-01-25,45,2,SKU0001,3,3800,0.0,11400.0
1249,356,2024-01-25,45,2,SKU0036,2,19900,0.0,39800.0
1250,357,2024-06-23,10,4,SKU0008,5,3900,0.1,17550.0
1251,357,2024-06-23,10,4,SKU0027,1,8600,0.0,8600.0
1252,357,2024-06-23,10,4,SKU0017,2,13000,0.1,23400.0
1253,358,2024-05-26,29,5,SKU0003,2,2200,0.1,3960.0
1254,359,2025-11-09,13,4,SKU0035,2,16100,0.0,32200.0
1255,359,2025-11-09,13,4,SKU0011,5,4650,0.0,23250.0
1256,359,2025-11-09,13,4,SKU0039,3,14150,0.15,36082.5
1257,359,2025-11-09,13,4,SKU0025,3,7450,0.0,22350.0
1258,359,2025-11-09,13,4,SKU0014,3,6150,0.0,18450.0
1259,359,2025-11-09,13,4,SKU0023,5,13950,0.15,59287.5
1260,360,2025-08-04,8,4,SKU0030,4,3800,0.05,14440.0
1261,360,2025-08-04,8,4,SKU0027,3,9300,0.0,27900.0
1262,360,2025-08-04,8,4,SKU0041,2,9700,0.0,19400.0
1263,360,2025-08-04,8,4,SKU0023,4,13950,0.0,55800.0
1264,360,2025-08-04,8,4,SKU0039,2,14150,0.05,26885.0
1265,360,2025-08-04,8,4,SKU0035,5,16100,0.0,80500.0
1266,361,2024-09-03,35,4,SKU0019,1,2600,0.0,2600.0
1267,361,2024-09-03,35,4,SKU0028,1,2900,0.0,2900.0
1268,361,2024-09-03,35,4,SKU0041,1,9000,0.05,8550.0
1269,361,2024-09-03,35,4,SKU0040,4,5400,0.0,21600.0
1270,362,2025-12-04,32,5,SKU0007,1,5400,0.1,4860.0
1271,362,2025-12-04,32,5,SKU0041,3,9700,0.15,24735.0
1272,362,2025-12-04,32,5,SKU0029,4,6700,0.0,26800.0
1273,362,2025-12-04,32,5,SKU0033,2,3350,0.15,5695.0
1274,362,2025-12-04,32,5,SKU0038,4,8950,0.05,34010.0
1275,363,2026-01-26,25,1,SKU0031,3,3700,0.15,9435.0
1276,363,2026-01-26,25,1,SKU0008,4,4500,0.0,18000.0
1277,364,2024-07-09,42,4,SKU0024,2,2300,0.05,4370.0
1278,365,2025-09-13,19,3,SKU0017,1,14050,0.0,14050.0
1279,365,2025-09-13,19,3,SKU0020,1,2500,0.0,2500.0
1280,365,2025-09-13,19,3,SKU0027,3,9300,0.15,23715.0
1281,365,2025-09-13,19,3,SKU0016,5,4000,0.15,17000.0
1282,365,2025-09-13,19,3,SKU0001,5,4100,0.0,20500.0
1283,365,2025-09-13,19,3,SKU0040,3,5850,0.0,17550.0
1284,366,2026-01-09,37,4,SKU0036,2,23100,0.05,43890.0
1285,366,2026-01-09,37,4,SKU0026,4,6400,0.15,21760.0
1286,367,2024-05-13,4,5,SKU0009,4,3400,0.0,13600.0
1287,367,2024-05-13,4,5,SKU0041,5,9000,0.0,45000.0
1288,367,2024-05-13,4,5,SKU0025,4,6900,0.0,27600.0
1289,367,2024-05-13,4,5,SKU0012,1,2100,0.1,1890.0
1290,368,2026-03-12,9,5,SKU0041,5,10450,0.15,44412.5
1291,369,2026-07-04,26,3,SKU0011,4,5000,0.0,20000.0
1292,369,2026-07-04,26,3,SKU0021,5,4400,0.0,22000.0
1293,369,2026-07-04,26,3,SKU0014,1,6600,0.05,6270.0
1294,369,2026-07-04,26,3,SKU0006,5,2650,0.0,13250.0
1295,369,2026-07-04,26,3,SKU0002,5,5000,0.0,25000.0
