movimiento_id,fecha,tienda_id,producto_id,proveedor_id,tipo_movimiento,cantidad,costo_unitario
435,2024-11-06,3,SKU0014,5,ENTRADA,65,4189.49
436,2025-04-30,1,SKU0005,,SALIDA,64,5210.89
437,2026-04-25,2,SKU0038,,SALIDA,21,5404.32
438,2026-02-12,5,SKU0018,10,ENTRADA,94,3289.61
439,2025-09-28,5,SKU0025,,SALIDA,58,5056.54
440,2025-06-27,2,SKU0027,,AJUSTE,33,5481.57
441,2025-03-25,1,SKU0037,,SALIDA,69,10320.97
442,2025-03-20,1,SKU0030,,AJUSTE,69,2329.72
443,2024-06-18,4,SKU0002,,AJUSTE,98,2599.16
444,2025-08-26,3,SKU0038,,SALIDA,14,5030.69
445,2026-01-18,1,SKU0005,,SALIDA,19,6530.67
446,2026-06-15,4,SKU0038,,SALIDA,80,5679.9
447,2026-06-04,5,SKU0018,10,ENTRADA,15,3413.86
448,2025-08-02,1,SKU0001,,AJUSTE,10,2669.04
449,2024-04-28,5,SKU0041,,SALIDA,79,6558.57
450,2024-11-16,1,SKU0040,5,ENTRADA,20,3793.67
451,2025-07-09,5,SKU0041,8,ENTRADA,48,6204.7
452,2025-01-09,2,SKU0021,,AJUSTE,40,2908.19
453,2025-03-17,1,SKU0041,8,ENTRADA,12,5965.4
454,2025-02-17,1,SKU0032,9,ENTRADA,39,2149.4
455,2025-05-25,1,SKU0026,8,ENTRADA,53,3613.19
456,2025-09-15,4,SKU0011,1,ENTRADA,39,3331.42
457,2024-02-15,3,SKU0022,,SALIDA,54,1944.35
458,2024-11-05,2,SKU0001,2,ENTRADA,30,2349.68
459,2024-06-14,4,SKU0017,,AJUSTE,91,8958.99
460,2025-09-15,2,SKU0010,,AJUSTE,37,5122.38
461,2025-11-30,4,SKU0006,2,ENTRADA,86,1522.55
462,2024-02-17,4,SKU0018,,SALIDA,8,2934.66
463,2026-05-07,3,SKU0040,,SALIDA,61,4293.98
464,2024-12-28,4,SKU0004,1,ENTRADA,32,6617.41
465,2024-09-25,1,SKU0034,9,ENTRADA,57,1996.85
466,2026-01-08,1,SKU0023,,SALIDA,25,9231.02
467,2026-06-01,3,SKU0005,2,ENTRADA,95,5298.45
468,2026-05-13,2,SKU0011,,SALIDA,82,2856.69
469,2024-01-25,4,SKU0022,10,ENTRADA,50,1697.59
470,2026-03-10,3,SKU0039,,SALIDA,33,10379.95
471,2024-12-03,5,SKU0006,,SALIDA,35,1321.05
472,2024-11-10,2,SKU0014,,SALIDA,51,3545.01
473,2025-05-30,2,SKU0001,,AJUSTE,44,3059.03
474,2025-12-02,1,SKU0039,,SALIDA,56,9754.0
475,2024-04-25,5,SKU0021,10,ENTRADA,57,2581.57
476,2026-04-21,3,SKU0007,,SALIDA,71,3387.71
477,2024-06-03,3,SKU0004,1,ENTRADA,95,6395.39
478,2026-07-12,2,SKU0038,1,ENTRADA,11,6879.37
479,2025-04-16,1,SKU0008,,SALIDA,21,2789.16
480,2026-03-17,3,SKU0039,,AJUSTE,15,9242.19
481,2024-10-30,1,SKU0019,10,ENTRADA,28,1854.1
482,2025-03-22,4,SKU0024,,AJUSTE,75,1469.78
483,2025-10-19,3,SKU0008,6,ENTRADA,53,2580.02
484,2024-07-31,1,SKU0001,2,ENTRADA,91,2113.2
485,2024-08-27,3,SKU0029,1,ENTRADA,20,3474.03
486,2026-03-16,3,SKU0033,,SALIDA,56,2425.15
487,2026-01-03,5,SKU0033,,AJUSTE,51,2270.34
488,2026-01-19,3,SKU0040,,AJUSTE,10,4301.29
489,2026-04-20,4,SKU0010,6,ENTRADA,77,5749.25
490,2026-03-13,4,SKU0025,,SALIDA,78,5922.63
491,2025-06-21,3,SKU0027,,SALIDA,89,6304.03
492,2024-06-30,3,SKU0008,6,ENTRADA,20,2706.07
493,2024-12-10,1,SKU0036,7,ENTRADA,13,11703.94
494,2025-06-13,3,SKU0034,9,ENTRADA,28,1854.02
495,2024-06-05,5,SKU0026,8,ENTRADA,31,3343.8
496,2026-04-07,3,SKU0035,7,ENTRADA,94,9948.83
497,2026-04-30,4,SKU0017,1,ENTRADA,51,9744.37
498,2024-02-04,2,SKU0006,2,ENTRADA,2,1722.7
499,2024-08-06,2,SKU0021,,SALIDA,21,2273.72
500,2026-03-23,4,SKU0028,1,ENTRADA,58,2160.14
501,2026-03-26,3,SKU0002,3,ENTRADA,80,3668.72
502,2024-10-08,5,SKU0013,,AJUSTE,64,3050.81
503,2025-04-29,4,SKU0028,,SALIDA,39,1765.14
504,2026-05-29,4,SKU0035,,SALIDA,18,9774.63
505,2025-12-08,3,SKU0029,1,ENTRADA,38,4814.4
506,2024-11-04,1,SKU0004,1,ENTRADA,28,6208.12
507,2026-03-15,1,SKU0024,8,ENTRADA,89,1814.3
508,2025-06-12,4,SKU0039,8,ENTRADA,37,10041.63
509,2025-10-10,3,SKU0009,,SALIDA,24,2323.05
510,2024-05-23,1,SKU0019,,SALIDA,96,1851.63
511,2024-02-06,5,SKU0035,7,ENTRADA,76,8725.09
512,2025-02-06,2,SKU0028,,AJUSTE,71,1933.51
513,2025-09-01,2,SKU0012,,AJUSTE,85,1284.03
514,2024-07-20,2,SKU0036,,AJUSTE,74,11704.08
515,2026-04-22,2,SKU0025,5,ENTRADA,100,5734.72
516,2025-08-25,4,SKU0036,,AJUSTE,3,13880.85
517,2025-01-14,3,SKU0003,1,ENTRADA,84,1740.67
518,2024-07-05,4,SKU0023,5,ENTRADA,11,8439.35
519,2026-05-11,3,SKU0039,,AJUSTE,31,8575.16
520,2026-01-10,4,SKU0006,,AJUSTE,76,1556.66
521,2025-11-25,2,SKU0006,,SALIDA,32,1531.23
522,2024-11-15,1,SKU0030,,SALIDA,1,2495.57
523,2025-02-21,1,SKU0042,,SALIDA,62,6749.91
524,2024-07-04,5,SKU0036,,SALIDA,73,12069.56
525,2025-08-11,5,SKU0037,,AJUSTE,52,9727.81
526,2026-07-04,4,SKU0023,,SALIDA,65,9466.78
527,2026-04-12,2,SKU0027,5,ENTRADA,31,6593.67
528,2025-10-20,3,SKU0001,,AJUSTE,46,2314.83
529,2025-11-16,5,SKU0017,,SALIDA,95,8736.28
530,2024-10-30,2,SKU0011,,SALIDA,75,2651.22
531,2025-03-16,2,SKU0007,6,ENTRADA,91,3007.33
532,2024-01-24,5,SKU0021,10,ENTRADA,45,2313.55
533,2026-02-06,4,SKU0038,1,ENTRADA,85,6636.82
534,2026-01-26,1,SKU0008,6,ENTRADA,77,2844.65
535,2024-01-11,3,SKU0020,5,ENTRADA,87,1370.98
536,2026-05-24,2,SKU0028,,SALIDA,97,2080.67
537,2025-10-20,1,SKU0039,,SALIDA,94,7868.64
538,2025-09-08,4,SKU0005,2,ENTRADA,64,6103.28
539,2024-01-11,2,SKU0010,6,ENTRADA,34,4961.01
540,2024-10-12,5,SKU0032,,SALIDA,6,2320.69
541,2026-02-28,2,SKU0013,5,ENTRADA,82,3718.56
542,2024-12-05,2,SKU0008,,AJUSTE,11,2489.25
543,2026-07-06,5,SKU0034,,AJUSTE,97,2086.04
544,2025-10-16,4,SKU0020,,SALIDA,18,1852.11
545,2025-03-29,1,SKU0008,6,ENTRADA,57,2939.33
546,2025-02-11,4,SKU0038,1,ENTRADA,97,6455.87
547,2025-01-13,1,SKU0014,5,ENTRADA,40,4128.28
548,2024-10-11,2,SKU0014,5,ENTRADA,3,4270.8
549,2025-05-08,4,SKU0033,9,ENTRADA,31,1878.57
550,2025-11-15,3,SKU0028,,AJUSTE,34,2156.7
551,2026-03-16,1,SKU0002,3,ENTRADA,69,2845.52
552,2025-03-04,2,SKU0002,,SALIDA,39,3066.34
553,2024-04-30,1,SKU0024,8,ENTRADA,6,1324.34
554,2025-06-17,2,SKU0033,,SALIDA,10,2315.8
555,2025-11-03,5,SKU0002,3,ENTRADA,58,2599.85
556,2026-03-31,3,SKU0034,,SALIDA,9,2222.23
557,2025-02-08,4,SKU0036,,AJUSTE,58,14583.58
558,2025-10-20,2,SKU0041,8,ENTRADA,98,5459.61
559,2025-09-15,5,SKU0037,,AJUSTE,62,11919.2
560,2024-11-29,2,SKU0001,2,ENTRADA,3,2302.88
561,2024-05-06,3,SKU0042,,SALIDA,33,5926.09
562,2024-03-17,3,SKU0014,,SALIDA,17,3254.1
563,2026-07-23,3,SKU0027,5,ENTRADA,6,7109.58
564,2025-10-14,4,SKU0019,10,ENTRADA,9,1546.71
565,2026-04-15,1,SKU0019,10,ENTRADA,16,1790.65
566,2024-10-21,3,SKU0024,,SALIDA,74,1404.59
567,2025-12-12,4,SKU0004,1,ENTRADA,88,6656.06
568,2026-05-10,5,SKU0015,,SALIDA,55,4065.82
569,2024-11-29,2,SKU0030,9,ENTRADA,63,2189.44
570,2024-06-20,5,SKU0005,,AJUSTE,98,5162.51
571,2026-01-24,5,SKU0038,,SALIDA,92,6376.19
572,2026-05-15,4,SKU0030,,SALIDA,61,2823.3
573,2026-03-01,1,SKU0024,8,ENTRADA,65,1712.1
574,2026-02-26,2,SKU0005,2,ENTRADA,78,5949.55
575,2025-09-07,5,SKU0035,7,ENTRADA,79,10324.84
576,2025-11-01,2,SKU0041,8,ENTRADA,36,6317.96
577,2025-11-18,1,SKU0015,,SALIDA,47,3096.26
578,2025-12-20,3,SKU0017,,SALIDA,95,9136.13
579,2025-10-28,1,SKU0033,,SALIDA,93,1992.14
580,2026-07-30,5,SKU0008,,AJUSTE,88,2502.56
581,2024-10-19,4,SKU0038,,SALIDA,94,5689.38
582,2025-03-24,1,SKU0016,,SALIDA,63,2843.89
583,2025-02-23,3,SKU0033,,AJUSTE,25,2450.31
584,2024-02-12,5,SKU0007,,SALIDA,31,3411.67
585,2025-12-10,1,SKU0009,,SALIDA,36,2611.38
586,2025-08-11,2,SKU0039,8,ENTRADA,75,8299.54
587,2024-08-02,5,SKU0006,,SALIDA,33,1279.3
588,2025-12-24,2,SKU0027,,AJUSTE,41,6691.24
589,2024-09-08,1,SKU0030,9,ENTRADA,7,2442.22
590,2025-07-08,1,SKU0041,,SALIDA,26,6224.75
591,2026-02-10,2,SKU0018,10,ENTRADA,88,3390.15
592,2026-05-21,3,SKU0023,,SALIDA,97,8877.45
593,2025-11-11,3,SKU0021,,SALIDA,98,2951.52
594,2025-06-14,5,SKU0029,,AJUSTE,87,4238.66
595,2026-04-02,5,SKU0030,,AJUSTE,69,3014.86
596,2026-03-29,2,SKU0038,1,ENTRADA,14,6778.71
597,2026-04-27,1,SKU0003,,SALIDA,100,1473.82
598,2024-07-24,3,SKU0001,2,ENTRADA,99,2664.63
599,2024-04-24,4,SKU0020,5,ENTRADA,16,1624.85
600,2024-05-27,4,SKU0019,10,ENTRADA,89,1660.67
601,2024-10-18,5,SKU0032,9,ENTRADA,36,1763.76
602,2026-03-03,3,SKU0002,,AJUSTE,55,3158.85
603,2026-01-22,5,SKU0006,,SALIDA,33,1961.55
604,2024-07-26,4,SKU0010,6,ENTRADA,99,5232.83
605,2025-11-18,1,SKU0032,,SALIDA,73,2210.07
606,2024-12-31,1,SKU0031,9,ENTRADA,3,2386.98
607,2024-04-15,4,SKU0033,,SALIDA,100,1713.54
608,2025-01-20,2,SKU0016,,SALIDA,60,2821.25
609,2026-01-06,3,SKU0019,10,ENTRADA,97,1667.49
610,2024-12-07,2,SKU0016,,SALIDA,49,2522.96
611,2026-02-13,5,SKU0034,,AJUSTE,62,2385.09
612,2024-12-28,5,SKU0017,1,ENTRADA,97,7705.85
613,2024-10-20,3,SKU0004,1,ENTRADA,66,6718.7
614,2024-11-24,4,SKU0030,,AJUSTE,77,2539.85
615,2026-04-07,5,SKU0033,,AJUSTE,19,2168.01
616,2025-05-12,2,SKU0037,,SALIDA,60,9148.69
617,2026-04-19,1,SKU0034,9,ENTRADA,88,2059.15
618,2025-08-22,5,SKU0006,,SALIDA,99,1863.8
619,2026-06-19,2,SKU0016,4,ENTRADA,11,3065.1
620,2024-03-26,4,SKU0023,,SALIDA,13,8411.07
621,2026-05-07,2,SKU0008,,SALIDA,48,3010.21
622,2025-06-07,1,SKU0031,9,ENTRADA,32,2084.65
623,2026-04-20,3,SKU0030,9,ENTRADA,94,2910.23
624,2025-02-16,4,SKU0023,,SALIDA,38,7751.55
625,2024-11-29,2,SKU0022,,SALIDA,18,1593.91
626,2024-03-06,2,SKU0042,5,ENTRADA,16,5646.08
627,2026-04-09,3,SKU0022,10,ENTRADA,82,1689.88
628,2024-06-07,1,SKU0038,1,ENTRADA,4,5194.44
629,2024-08-14,1,SKU0032,9,ENTRADA,95,1954.25
630,2025-03-15,2,SKU0038,1,ENTRADA,5,5567.76
631,2025-08-09,2,SKU0009,1,ENTRADA,87,2233.28
632,2026-05-21,4,SKU0011,,SALIDA,84,3736.33
633,2025-04-30,3,SKU0016,4,ENTRADA,72,2412.41
634,2024-12-15,3,SKU0009,,SALIDA,16,1954.11
635,2025-12-16,1,SKU0027,,SALIDA,86,6536.87
636,2026-02-05,5,SKU0037,,SALIDA,35,12370.18
637,2025-05-27,1,SKU0027,,AJUSTE,36,6697.89
638,2025-10-06,3,SKU0022,10,ENTRADA,57,1967.39
639,2024-07-19,5,SKU0021,10,ENTRADA,52,2492.78
640,2025-10-09,5,SKU0042,,SALIDA,8,7093.13
641,2024-01-06,5,SKU0018,,AJUSTE,85,2448.76
642,2024-11-03,2,SKU0003,1,ENTRADA,18,1295.74
643,2026-01-21,3,SKU0036,,AJUSTE,30,16518.7
644,2024-07-10,1,SKU0033,9,ENTRADA,86,2161.82
645,2026-01-23,3,SKU0041,8,ENTRADA,66,6829.85
646,2025-05-29,1,SKU0022,,SALIDA,41,1565.52
647,2026-01-23,5,SKU0032,9,ENTRADA,75,2474.01
648,2024-04-14,4,SKU0041,8,ENTRADA,47,5416.64
649,2025-09-20,2,SKU0019,,SALIDA,24,1697.08
650,2025-10-08,4,SKU0031,,SALIDA,62,2072.15
651,2025-03-10,5,SKU0018,,SALIDA,34,3048.12
652,2026-07-05,1,SKU0016,,SALIDA,55,2607.79
653,2025-02-18,1,SKU0004,,SALIDA,2,6084.87
654,2024-02-15,5,SKU0035,7,ENTRADA,50,9082.0
655,2024-08-13,2,SKU0028,,SALIDA,47,2062.61
656,2025-02-07,4,SKU0014,,SALIDA,76,3662.78
657,2024-01-17,3,SKU0036,,SALIDA,84,14146.76
658,2024-12-20,5,SKU0002,3,ENTRADA,18,2469.3
659,2026-03-23,1,SKU0017,,SALIDA,21,10901.32
660,2024-08-03,3,SKU0017,1,ENTRADA,78,8281.17
661,2025-11-15,4,SKU0006,2,ENTRADA,74,1791.93
662,2025-10-02,2,SKU0040,5,ENTRADA,81,4087.01
663,2024-10-08,1,SKU0030,,SALIDA,73,2025.33
664,2025-11-29,3,SKU0009,1,ENTRADA,91,2355.65
665,2025-01-09,1,SKU0013,,SALIDA,100,2722.57
666,2024-05-29,3,SKU0009,1,ENTRADA,84,2431.16
667,2025-02-18,3,SKU0038,1,ENTRADA,87,6058.47
668,2025-08-27,5,SKU0033,,SALIDA,35,2470.85
669,2024-07-09,5,SKU0030,,AJUSTE,46,2033.71
670,2026-03-16,4,SKU0016,4,ENTRADA,64,2873.72
671,2024-11-29,5,SKU0017,,SALIDA,93,7832.66
672,2024-11-21,5,SKU0020,,SALIDA,92,1551.66
673,2025-12-24,5,SKU0030,9,ENTRADA,23,2430.96
674,2025-09-03,1,SKU0013,,SALIDA,91,3515.36
675,2025-01-03,4,SKU0010,6,ENTRADA,68,5540.16
676,2026-05-06,3,SKU0010,6,ENTRADA,21,5926.55
677,2026-07-28,4,SKU0014,5,ENTRADA,61,4141.45
678,2025-01-08,4,SKU0030,,SALIDA,91,2113.1
679,2026-05-17,1,SKU0018,,SALIDA,94,3415.9
680,2025-01-24,3,SKU0022,10,ENTRADA,11,1631.49
681,2024-08-01,2,SKU0025,,AJUSTE,11,5115.66
682,2026-06-22,3,SKU0002,3,ENTRADA,18,3457.35
683,2026-05-30,5,SKU0009,,AJUSTE,21,2202.41
684,2025-03-10,3,SKU0042,,SALIDA,76,6710.06
685,2024-09-15,2,SKU0034,,SALIDA,100,2208.75
686,2025-12-24,4,SKU0027,,SALIDA,35,5454.56
687,2024-05-31,2,SKU0040,,SALIDA,90,3256.19
688,2025-12-29,4,SKU0015,1,ENTRADA,94,3820.54
689,2025-08-28,5,SKU0029,1,ENTRADA,78,4245.43
690,2024-07-11,2,SKU0038,1,ENTRADA,45,4763.69
691,2025-01-31,2,SKU0001,,SALIDA,1,2656.57
692,2025-10-23,1,SKU0011,,SALIDA,25,3388.95
693,2024-02-15,3,SKU0041,,AJUSTE,50,6671.54
694,2026-04-27,4,SKU0037,,SALIDA,28,12867.28
695,2024-10-15,3,SKU0005,,SALIDA,61,4677.86
696,2025-07-08,3,SKU0002,3,ENTRADA,1,3078.59
697,2024-02-29,2,SKU0036,7,ENTRADA,72,12748.64
698,2026-07-27,5,SKU0002,,SALIDA,7,3226.31
699,2025-11-02,2,SKU0014,,SALIDA,58,4427.99
700,2025-10-26,1,SKU0015,1,ENTRADA,79,3484.44
701,2024-01-24,3,SKU0013,5,ENTRADA,95,2755.21
702,2025-11-26,1,SKU0022,10,ENTRADA,88,1926.58
703,2025-03-22,5,SKU0024,8,ENTRADA,68,1449.69
704,2025-02-15,1,SKU0035,7,ENTRADA,78,9044.31
705,2025-07-19,2,SKU0010,6,ENTRADA,72,6333.69
706,2025-05-15,1,SKU0031,9,ENTRADA,97,1981.15
707,2024-06-24,3,SKU0038,,SALIDA,24,4972.22
708,2025-12-01,3,SKU0042,,AJUSTE,53,7608.44
709,2025-10-05,2,SKU0009,1,ENTRADA,10,2600.89
710,2024-12-01,5,SKU0040,,AJUSTE,93,3471.72
711,2025-11-02,1,SKU0023,,SALIDA,47,8915.39
712,2025-11-03,1,SKU0040,5,ENTRADA,22,3447.54
713,2024-10-30,5,SKU0036,,AJUSTE,8,14106.58
714,2025-09-12,5,SKU0001,,SALIDA,9,2636.18
715,2024-06-06,2,SKU0001,,SALIDA,16,2809.58
716,2026-03-21,1,SKU0002,,SALIDA,66,3375.27
717,2024-05-03,4,SKU0028,,SALIDA,67,2001.39
718,2025-12-18,3,SKU0032,,SALIDA,88,2205.11
719,2024-05-16,5,SKU0001,,SALIDA,74,2662.32
720,2024-05-12,3,SKU0020,5,ENTRADA,38,1549.56
721,2024-05-04,2,SKU0029,1,ENTRADA,51,3921.25
722,2024-08-12,4,SKU0019,10,ENTRADA,58,1522.55
723,2024-08-13,3,SKU0028,1,ENTRADA,70,2123.54
724,2024-10-23,2,SKU0019,10,ENTRADA,40,1842.48
725,2025-06-28,5,SKU0015,,SALIDA,98,3685.1
726,2024-08-16,3,SKU0003,,SALIDA,19,1256.66
727,2025-12-07,3,SKU0025,5,ENTRADA,38,4998.61
728,2024-11-26,5,SKU0013,,SALIDA,14,2858.17
729,2024-02-17,4,SKU0025,,SALIDA,5,4404.44
730,2025-06-04,4,SKU0036,,AJUSTE,66,14988.84
731,2024-08-22,5,SKU0024,,SALIDA,58,1389.54
732,2026-06-10,1,SKU0005,2,ENTRADA,51,6146.09
733,2024-12-27,4,SKU0028,1,ENTRADA,55,1763.02
734,2024-01-04,5,SKU0006,,SALIDA,80,1373.63
735,2025-11-11,4,SKU0038,,AJUSTE,79,6520.55
736,2026-05-21,4,SKU0014,,SALIDA,7,3725.67
737,2026-03-25,3,SKU0011,,AJUSTE,28,3628.81
738,2025-11-08,4,SKU0008,,SALIDA,46,2877.66
739,2024-06-19,5,SKU0039,8,ENTRADA,34,9778.3
740,2024-04-16,5,SKU0029,1,ENTRADA,35,3956.09
741,2025-06-18,1,SKU0019,,SALIDA,81,1869.94
742,2025-12-21,3,SKU0025,5,ENTRADA,66,5346.12
743,2024-04-29,4,SKU0024,,AJUSTE,23,1718.45
744,2024-10-15,2,SKU0038,1,ENTRADA,100,5855.54
745,2024-09-18,2,SKU0015,,SALIDA,27,3713.9
746,2026-07-23,1,SKU0032,9,ENTRADA,47,2260.36
747,2024-11-26,2,SKU0031,9,ENTRADA,20,2305.69
748,2025-05-06,1,SKU0001,,AJUSTE,100,2534.96
749,2024-04-27,5,SKU0033,,SALIDA,76,1776.39
750,2024-07-17,2,SKU0015,,SALIDA,24,3090.42
751,2024-02-17,4,SKU0025,5,ENTRADA,1,4595.86
752,2024-11-21,3,SKU0001,,SALIDA,69,2251.77
753,2026-02-25,5,SKU0042,5,ENTRADA,90,8592.66
754,2024-12-12,2,SKU0002,,SALIDA,10,3071.19
755,2026-01-01,4,SKU0016,,SALIDA,84,2527.58
756,2024-04-21,5,SKU0038,,SALIDA,56,5780.58
757,2026-01-18,3,SKU0035,,AJUSTE,87,11598.14
758,2024-02-25,4,SKU0029,1,ENTRADA,95,4027.94
759,2026-04-07,4,SKU0003,1,ENTRADA,4,1656.85
760,2025-11-04,1,SKU0025,,SALIDA,31,4466.31
761,2024-07-12,1,SKU0029,1,ENTRADA,36,4319.24
762,2025-01-22,4,SKU0006,,SALIDA,37,1473.49
763,2025-04-11,4,SKU0036,7,ENTRADA,85,14956.3
764,2025-09-27,2,SKU0025,,AJUSTE,90,4780.56
765,2026-04-29,1,SKU0012,,SALIDA,62,1694.36
766,2024-04-19,1,SKU0020,,SALIDA,33,1712.23
767,2026-03-08,4,SKU0033,,SALIDA,16,2356.94
768,2024-07-26,5,SKU0019,,SALIDA,40,1464.88
769,2025-03-07,4,SKU0011,,AJUSTE,47,3378.11
770,2026-07-02,1,SKU0041,,SALIDA,14,7264.41
771,2024-11-01,5,SKU0039,,AJUSTE,61,7658.58
772,2025-02-20,3,SKU0014,,AJUSTE,23,3483.55
773,2026-04-06,2,SKU0011,1,ENTRADA,92,2968.8
774,2026-02-24,5,SKU0038,1,ENTRADA,16,5913.6
775,2025-10-22,1,SKU0002,,SALIDA,90,3322.15
776,2026-02-21,2,SKU0014,5,ENTRADA,38,4578.25
777,2024-05-11,3,SKU0033,,SALIDA,54,1986.1
778,2025-12-01,1,SKU0031,,SALIDA,86,2080.98
779,2024-03-11,4,SKU0030,,SALIDA,1,2132.69
780,2026-06-17,5,SKU0027,,AJUSTE,30,6653.46
781,2024-06-30,4,SKU0007,,SALIDA,48,3190.17
782,2025-03-22,4,SKU0026,,SALIDA,97,4241.86
783,2025-08-29,4,SKU0024,,SALIDA,50,1575.44
784,2026-02-26,4,SKU0017,,SALIDA,6,10002.66
785,2025-11-16,1,SKU0009,,AJUSTE,86,2545.8
786,2024-07-24,2,SKU0022,,AJUSTE,56,1591.64
787,2025-02-14,2,SKU0021,10,ENTRADA,63,2553.28
788,2025-01-23,5,SKU0019,,AJUSTE,69,1830.87
789,2024-02-04,2,SKU0034,,AJUSTE,72,1950.77
790,2025-11-22,4,SKU0010,,SALIDA,39,6492.15
791,2026-03-28,2,SKU0010,6,ENTRADA,56,5654.01
792,2026-07-11,3,SKU0036,7,ENTRADA,54,16818.7
793,2024-05-30,5,SKU0011,,AJUSTE,60,3038.93
794,2026-05-31,5,SKU0015,,SALIDA,88,3509.73
795,2024-05-11,4,SKU0004,,SALIDA,18,5499.52
796,2025-03-17,2,SKU0028,,AJUSTE,5,1887.32
797,2024-02-26,3,SKU0006,2,ENTRADA,8,1354.23
798,2024-10-21,2,SKU0035,,AJUSTE,31,8915.61
799,2024-12-13,1,SKU0002,3,ENTRADA,15,3053.84
800,2025-12-08,3,SKU0033,9,ENTRADA,52,2079.44
801,2025-11-16,5,SKU0033,,SALIDA,44,2192.96
802,2026-01-26,3,SKU0021,10,ENTRADA,90,2674.8
803,2025-08-16,5,SKU0010,,SALIDA,14,5754.1
804,2025-08-05,2,SKU0018,,SALIDA,78,2758.41
805,2026-07-14,3,SKU0017,,SALIDA,91,11185.17
806,2025-11-09,3,SKU0014,5,ENTRADA,58,4560.4
807,2025-01-03,2,SKU0035,,AJUSTE,59,11149.63
808,2025-06-28,2,SKU0006,,SALIDA,45,1859.44
809,2025-12-05,5,SKU0028,,SALIDA,32,2146.44
810,2024-04-22,5,SKU0014,,AJUSTE,46,3945.07
811,2025-11-02,4,SKU0035,,SALIDA,9,10349.0
812,2024-10-07,2,SKU0035,,SALIDA,88,9348.48
813,2025-01-11,1,SKU0003,,AJUSTE,79,1679.99
814,2025-11-15,4,SKU0008,6,ENTRADA,34,3033.0
815,2025-02-19,3,SKU0039,,SALIDA,54,9773.92
816,2026-03-28,5,SKU0011,1,ENTRADA,51,3551.71
817,2025-07-29,3,SKU0035,7,ENTRADA,56,10546.18
818,2026-07-22,1,SKU0024,,SALIDA,76,1700.01
819,2024-03-07,4,SKU0028,,AJUSTE,94,2081.31
820,2025-10-17,1,SKU0004,1,ENTRADA,17,6605.66
821,2024-06-28,1,SKU0032,,AJUSTE,98,1741.04
822,2026-04-05,3,SKU0040,5,ENTRADA,2,3672.34
823,2026-04-07,2,SKU0030,9,ENTRADA,17,2328.1
824,2026-04-22,1,SKU0024,,AJUSTE,6,1793.47
825,2024-03-30,4,SKU0023,5,ENTRADA,40,9199.01
826,2025-05-30,4,SKU0018,10,ENTRADA,20,2395.66
827,2024-09-29,3,SKU0026,,SALIDA,53,3263.77
828,2026-07-09,5,SKU0016,4,ENTRADA,87,2668.41
829,2024-03-02,2,SKU0034,,SALIDA,25,2089.08
830,2024-09-08,2,SKU0025,,SALIDA,31,4724.56
831,2025-10-17,3,SKU0006,2,ENTRADA,31,1401.83
832,2025-03-10,3,SKU0032,,SALIDA,77,2349.5
833,2024-09-22,1,SKU0019,,SALIDA,21,1461.87
834,2025-05-01,5,SKU0019,,SALIDA,25,1961.69
835,2026-02-25,1,SKU0023,,SALIDA,36,9326.03
836,2025-04-21,2,SKU0039,8,ENTRADA,24,9241.34
837,2026-04-11,5,SKU0038,,AJUSTE,60,5354.68
838,2025-04-20,3,SKU0017,1,ENTRADA,39,10334.82
839,2024-05-17,1,SKU0013,5,ENTRADA,80,2485.82
840,2025-06-05,1,SKU0031,,AJUSTE,23,2060.07
841,2025-10-26,2,SKU0022,10,ENTRADA,97,2027.11
842,2024-04-30,2,SKU0031,,SALIDA,56,1986.94
843,2025-03-18,4,SKU0017,,SALIDA,9,8957.07
844,2025-07-28,3,SKU0029,,SALIDA,29,4137.32
845,2024-01-01,5,SKU0020,5,ENTRADA,37,1480.35
846,2024-04-17,2,SKU0007,,SALIDA,53,3177.99
847,2025-09-11,2,SKU0022,,AJUSTE,28,1987.24
848,2025-09-25,2,SKU0037,,AJUSTE,35,9666.47
849,2024-12-04,2,SKU0004,1,ENTRADA,45,5055.96
850,2025-06-14,1,SKU0042,5,ENTRADA,33,7733.89
851,2024-08-22,2,SKU0015,,AJUSTE,7,3186.66
852,2025-11-10,5,SKU0031,,AJUSTE,79,2341.88
853,2026-06-23,5,SKU0022,10,ENTRADA,37,2137.41
854,2025-01-28,2,SKU0031,9,ENTRADA,91,2507.85
855,2024-03-06,1,SKU0037,7,ENTRADA,78,11061.5
856,2024-09-09,2,SKU0003,,SALIDA,15,1513.01
857,2025-04-27,2,SKU0008,,SALIDA,45,2813.54
858,2025-07-31,3,SKU0037,,SALIDA,60,11279.26
859,2025-09-25,3,SKU0006,2,ENTRADA,11,1769.89
860,2025-05-14,4,SKU0006,2,ENTRADA,23,1391.8
861,2025-10-29,3,SKU0026,,AJUSTE,12,3327.07
862,2025-12-16,3,SKU0018,10,ENTRADA,51,2581.02
863,2024-05-12,4,SKU0014,,SALIDA,38,3421.12
864,2026-01-19,5,SKU0011,,SALIDA,76,2842.9
865,2024-09-07,2,SKU0010,6,ENTRADA,81,4826.96
866,2025-01-06,2,SKU0041,8,ENTRADA,57,6107.07
867,2026-03-21,2,SKU0033,,SALIDA,21,2312.51
868,2026-07-04,5,SKU0004,,SALIDA,70,6415.48
869,2024-11-22,1,SKU0031,9,ENTRADA,78,2346.24
